,belongs_to_collection,revenue
1646,James Bond Collection,333011068
1647,{},0
1648,{},0
1649,{},0
1650,The Postman Collection,17626234
1651,{},186883563
1652,{},0
1653,{},39673162
1654,{},5684789
1655,{},0
1656,{},46189568
1657,{},2465960
1658,{},0
1659,{},55494066
1660,3 Ninjas Collection,0
1661,{},0
1662,{},0
1663,{},0
1664,{},0
1665,{},13035599
1666,{},64256513
1667,{},27200316
1668,{},0
1669,{},7
1670,{},19870567
1671,{},17460020
1672,{},25232289
1673,{},302204
1674,The Prophecy Collection,0
1675,{},0
1676,{},310724
1677,{},100000000
1678,{},11203026
1679,{},0
1680,{},0
1681,{},0
1682,{},0
1683,{},19204929
1684,{},0
1685,{},91549
1686,The Blues Brothers Collection,14051384
1687,{},0
1688,{},0
1689,{},123306987
1690,{},13100000
1691,{},0
1692,{},0
1693,{},0
1694,{},0
1695,{},314178011
1696,{},2554476
1697,{},0
1698,{},0
1699,{},0
1700,The Fugitive / U.S. Marshals Collection,102367405
1701,{},0
1702,{},0
1703,{},0
1704,{},0
1705,{},76447420
1706,{},0
1707,{},0
1708,{},0
1709,{},76000000
1710,Wild Things Collection,67200000
1711,{},0
1712,{},0
1713,{},0
1714,{},0
1715,{},168462
1716,{},0
1717,{},1081957
1718,{},0
1719,{},2057193
1720,{},0
1721,{},0
1722,{},0
1723,{},46905889
1724,{},4562146
1725,{},271375
1726,{},0
1727,Barney Collection,0
1728,{},720074
1729,{},0
1730,{},136159423
1731,{},0
1732,{},0
1733,{},13835130
1734,{},198685114
1735,{},0
1736,The Odd Couple Collection,0
1737,{},7985929
1738,{},21567853
1739,{},0
1740,{},0
1741,{},0
1742,{},1535558
1743,{},1980338
1744,{},0
1745,{},0
1746,{},0
1747,{},0
1748,{},0
1749,{},0
1750,{},0
1751,{},45779
1752,{},0
1753,{},0
1754,{},0
1755,{},0
1756,{},18814720
1757,{},0
1758,{},0
1759,{},0
1760,Species Collection,19165560
1761,Major League Collection,3572443
1762,{},0
1763,{},425788
1764,{},27007143
1765,{},0
1766,{},0
1767,{},565592
1768,{},0
1769,{},0
1770,{},14096321
1771,{},0
1772,{},0
1773,{},140464664
1774,{},0
1775,{},8026971
1776,{},0
1777,{},0
1778,{},38172500
1779,{},379014294
1780,{},29202884
1781,{},10680275
1782,{},5879254
1783,{},0
1784,{},0
1785,{},0
1786,{},0
1787,{},0
1788,{},0
1789,{},128038368
1790,{},0
1791,{},164000000
1792,{},25605015
1793,{},0
1794,{},1929168
1795,{},0
1796,{},0
1797,{},900000
1798,{},0
1799,{},24
1800,{},0
1801,Henry Fool Collection,1334786
1802,{},0
1803,{},0
1804,Mulan Collection,304320254
1805,{},0
1806,The X-Files Collection,189198313
1807,{},0
1808,Dr. Dolittle Collection,294456605
1809,{},77745568
1810,{},0
1811,{},0
1812,{},0
1813,{},2375097
1814,{},553799566
1815,Lethal Weapon Collection,285444603
1816,{},0
1817,{},54682547
1818,{},3221152
1819,{},0
1820,{},369884651
1821,{},0
1822,{},0
1823,{},4358000
1824,{},0
1825,{},0
1826,{},2594000
1827,{},7630000
1828,{},4460000
1829,{},0
1830,{},0
1831,{},7433101
1832,{},6000000
1833,{},13500000
1834,{},16300000
1835,{},11000000
1836,{},23650000
1837,{},7800000
1838,{},0
1839,{},0
1840,{},36000000
1841,{},30500000
1842,{},9600000
1843,{},3000000
1844,{},43656822
1845,{},37600000
1846,{},28350000
1847,{},27379978
1848,{},37402877
1849,{},44785053
1850,French Connection Collection,41158757
1851,Rocky Collection,117235147
1852,{},106260000
1853,{},0
1854,{},58972904
1855,{},0
1856,{},128499205
1857,{},43984230
1858,{},412800000
1859,{},145793296
1860,{},0
1861,{},0
1862,{},2300000
1863,{},0
1864,{},12729917
1865,{},51525171
1866,A Nightmare on Elm Street Collection,29999213
1867,A Nightmare on Elm Street Collection,44793222
1868,A Nightmare on Elm Street Collection,72500000
1869,A Nightmare on Elm Street Collection,22168359
1870,A Nightmare on Elm Street Collection,34872033
1871,Friday the 13th Collection,59754601
1872,Friday the 13th Collection,21722776
1873,Friday the 13th Collection,36690067
1874,Friday the 13th Collection,32980880
1875,Friday the 13th Collection,21930418
1876,Friday the 13th Collection,19472057
1877,Friday the 13th Collection,19170001
1878,Friday the 13th Collection,14000000
1879,Halloween Collection,70000000
1880,Halloween Collection,25533818
1881,Halloween Collection,14400000
1882,Halloween Collection,17768757
1883,Halloween Collection,11642254
1884,Prom Night Collection,14796236
1885,Prom Night Collection,2683519
1886,Prom Night Collection,0
1887,Prom Night Collection,0
1888,Child's Play Collection,44196684
1889,Child's Play Collection,35763605
1890,Child's Play Collection,20560255
1891,Poltergeist Collection,122200000
1892,Poltergeist Collection,40996665
1893,Poltergeist Collection,14144000
1894,The Exorcist Collection,441306145
1895,The Exorcist Collection,30749142
1896,The Exorcist Collection,39024251
1897,Lethal Weapon Collection,120207127
1898,Lethal Weapon Collection,227853986
1899,Lethal Weapon Collection,321731527
1900,The Gremlins Collection,153083102
1901,The Gremlins Collection,41482207
1902,{},61503218
1903,Zorro Collection,250288523
1904,{},0
1905,{},0
1906,{},3600000
1907,{},650422
1908,Back to the Future Collection,332000000
1909,Back to the Future Collection,244527583
1910,The Poseidon Adventure Collection,84563118
1911,{},0
1912,Flubber Collection,0
1913,The Apple Dumpling Gang Collection,0
1914,{},0
1915,Bambi Collection,267447150
1916,{},271841
1917,{},34670720
1918,{},30925690
1919,{},8373585
1920,The Godfather Collection,136766062
1921,{},1277401
1922,{},1060056
1923,{},17507368
1924,{},19000000
1925,{},481840909
1926,{},2020700
1927,{},0
1928,{},0
1929,{},0
1930,{},21288692
1931,{},35841901
1932,{},0
1933,{},0
1934,{},0
1935,{},0
1936,{},8153677
1937,Dexter Riley Collection,0
1938,{},0
1939,The Mighty Ducks Collection,45610410
1940,{},0
1941,{},0
1942,{},12890752
1943,{},18564613
1944,{},0
1945,{},38625550
1946,{},0
1947,Herbie Collection,0
1948,Herbie Collection,0
1949,{},39514713
1950,"Honey, I Shrunk the Kids Collection",58662452
1951,"Honey, I Shrunk the Kids Collection",222724172
1952,{},0
1953,{},0
1954,{},0
1955,{},44547681
1956,{},0
1957,{},7027290
1958,{},0
1959,{},0
1960,{},0
1961,{},6706368
1962,{},10631333
1963,{},0
1964,{},111858363
1965,{},4971340
1966,{},7218340
1967,{},0
1968,{},0
1969,{},36602000
1970,{},0
1971,{},0
1972,{},0
1973,{},8551228
1974,{},2135577
1975,The Jungle Book Collection,205843612
1976,{},0
1977,Lady and the Tramp Collection,93600000
1978,The Little Mermaid Collection,222300000
1979,The Mighty Ducks Collection,50752337
1980,The Muppet Collection,27281507
1981,{},0
1982,101 Dalmatians (Animated) Collection,215880014
1983,{},0
1984,Peter Pan Collection,87404651
1985,{},0
1986,The Rescuers Collection,47431461
1987,The Rescuers Collection,71215869
1988,Witch Mountain Collection,16393000
1989,Aladdin Collection,0
1990,{},11137801
1991,{},62000000
1992,The Shaggy Dog Collection,0
1993,{},51000000
1994,{},5656087
1995,Flubber Collection,0
1996,{},0
1997,Splash Collection,69821334
1998,{},3337685
1999,{},0
2000,{},0
2001,{},0
2002,TRON Collection,33000000
2003,{},5632086
2004,Halloween Collection,55041738
2005,{},0
2006,{},73961419
2007,{},18196170
2008,{},0
2009,{},0
2010,{},11582891
2011,{},33697647
2012,Indiana Jones Collection,333000000
2013,The Lord of the Rings Animated Collection,30471420
2014,{},0
2015,{},20766616
2016,{},7433663
2017,{},0
2018,{},21200000
2019,Children of the Corn Collection,14000000
2020,All Dogs Go to Heaven Collection,27100027
2021,Addams Family Collection,191502426
2022,{},65705772
2023,{},103891409
2024,{},40542
2025,{},0
2026,{},0
2027,{},12729678
2028,{},0
2029,{},33736689
2030,{},34368475
2031,{},38934048
2032,{},9000000
2033,{},0
2034,Charlotte's Web Collection,0
2035,{},3713768
2036,The Secret Of NIMH Collection,14665733
2037,{},40577001
2038,Fievel Collection,84542002
2039,Fievel Collection,40766041
2040,{},15502112
2041,{},23686027
2042,{},40471663
2043,{},37803872
2044,{},0
2045,House Collection,0
2046,House Collection,7800000
2047,The Gods Must Be Crazy Collection,60000000
2048,The Gods Must Be Crazy Collection,0
2049,Air Bud Collection,10224116
2050,{},48585416
2051,{},37672350
2052,{},0
2053,{},0
2054,{},0
2055,Henry: Portrait of a Serial Killer Collection,0
2056,Henry: Portrait of a Serial Killer Collection,0
2057,Rosemary's Baby Collection,33395426
2058,The Neverending Story Collection,20158808
2059,The Neverending Story Collection,16283667
2060,Killer Tomatoes! Collection,0
2061,{},0
2062,{},4710749
2063,{},0
2064,Blade Collection,131183530
2065,{},15
2066,{},0
2067,{},0
2068,{},0
2069,{},0
2070,{},0
2071,{},73326666
2072,{},0
2073,{},2200000
2074,{},7900000
2075,{},12600000
2076,{},6000000
2077,{},13000000
2078,{},7000000
2079,{},2000000
2080,{},10250000
2081,{},7000000
2082,{},0
2083,{},7000000
2084,{},0
2085,{},16757163
2086,{},203
2087,{},12413650
2088,{},0
2089,{},0
2090,{},57269863
2091,{},76270454
2092,{},0
2093,{},0
2094,{},0
2095,{},0
2096,{},0
2097,{},0
2098,{},0
2099,{},0
2100,{},0
2101,{},0
2102,{},0
2103,{},4500000
2104,{},0
2105,{},0
2106,{},0
2107,{},0
2108,{},0
2109,{},0
2110,{},0
2111,{},0
2112,{},0
2113,{},0
2114,{},0
2115,{},0
2116,{},0
2117,{},0
2118,{},0
2119,{},0
2120,{},0
2121,{},0
2122,{},0
2123,{},0
2124,{},0
2125,{},0
2126,{},22921898
2127,Cube Collection,501818
2128,{},33556
2129,{},0
2130,{},0
2131,{},18253415
2132,{},777423
2133,{},0
2134,{},0
2135,{},22482952
2136,{},0
2137,{},0
2138,{},51249404
2139,{},0
2140,{},103173635
2141,{},0
2142,{},21486757
2143,{},20036737
2144,{},0
2145,{},0
2146,{},0
2147,{},0
2148,{},23278931
2149,{},0
2150,{},30688860
2151,{},7000000
2152,{},0
2153,{},18600000
2154,{},0
2155,{},0
2156,{},38702310
2157,{},18875011
2158,{},0
2159,{},8479793
2160,{},0
2161,{},0
2162,{},243240178
2163,{},266614059
2164,{},0
2165,{},0
2166,Rush Hour Collection,244386864
2167,{},0
2168,{},124494
2169,{},1782005
2170,{},0
2171,{},41610884
2172,Urban Legend,72527595
2173,{},0
2174,{},0
2175,{},0
2176,{},2075084
2177,{},399
2178,{},500000
2179,{},0
2180,{},0
2181,The Thing Collection,19629760
2182,{},21706101
2183,{},10389003
2184,{},53000000
2185,{},0
2186,{},0
2187,{},171757863
2188,{},2197921
2189,{},30331165
2190,{},71485043
2191,{},631221
2192,{},0
2193,{},0
2194,{},31672907
2195,{},64088552
2196,{},0
2197,{},0
2198,{},0
2199,{},0
2200,{},0
2201,{},0
2202,{},0
2203,{},0
2204,The Space Odyssey Series,40400657
2205,{},31853080
2206,{},26010864
2207,{},0
2208,Child's Play Collection,50671850
2209,{},46683377
2210,{},0
2211,{},2807390
2212,{},0
2213,{},0
2214,{},0
2215,{},14567883
2216,{},0
2217,{},229400000
2218,{},0
2219,{},0
2220,{},16324573
2221,Vampires Collection,0
2222,{},23875127
2223,{},0
2224,{},12902790
2225,{},0
2226,{},6451628
2227,{},116672912
2228,{},185991646
2229,Elizabeth Collection,82150642
2230,{},1053788
2231,I Know What You Did Last Summer Collection,40002112
2232,{},0
2233,{},142940100
2234,{},0
2235,{},0
2236,{},0
2237,{},7936012
2238,{},0
2239,Stepford Collection,0
2240,{},0
2241,{},2826523
2242,{},5794184
2243,{},4100000
2244,{},752045
2245,{},0
2246,{},250649836
2247,Rugrats Collection,100491683
2248,{},363258859
2249,{},0
2250,{},5596708
2251,{},0
2252,{},0
2253,{},0
2254,{},6000000
2255,{},0
2256,Godzilla (Showa) Collection,0
2257,Godzilla (Heisei) Collection,4100000
2258,Godzilla (Showa) Collection,0
2259,King Kong (1933 series),10000000
2260,King Kong (1976 series),90614445
2261,King Kong (1976 series),4711220
2262,{},27400000
2263,{},24467000
2264,Fletch Collection,59612888
2265,Fletch Collection,35150960
2266,Conan the Barbarian Collection,6948633
2267,{},36611610
2268,{},54999651
2269,James Bond Collection,152427960
2270,{},0
2271,Police Academy Collection,146198896
2272,Police Academy Collection,55600000
2273,Police Academy Collection,43579163
2274,Police Academy Collection,28061343
2275,Police Academy Collection,19510371
2276,Police Academy Collection,11567217
2277,Babe Collection,69131860
2278,{},10443316
2279,{},9247881
2280,{},9898412
2281,{},0
2282,{},37141130
2283,{},0
2284,{},0
2285,{},0
2286,Star Trek: The Next Generation Collection,118000000
2287,{},218613188
2288,{},17096053
2289,{},289317794
2290,{},0
2291,{},0
2292,{},23717291
2293,{},0
2294,{},41410568
2295,Rambo Collection,300400432
2296,Rambo Collection,125212904
2297,Rambo Collection,189015611
2298,Romancing the Stone Collection,96773200
2299,Romancing the Stone Collection,86572238
2300,Cocoon Collection,85313124
2301,Cocoon Collection,25024919
2302,Rocky Collection,200182160
2303,Rocky Collection,270000000
2304,Rocky Collection,300473716
2305,Rocky Collection,119946358
2306,{},14643997
2307,{},0
2308,{},0
2309,{},91258000
2310,{},0
2311,{},0
2312,{},13418091
2313,The Karate Kid Collection,90815558
2314,The Karate Kid Collection,115103979
2315,The Karate Kid Collection,38956288
2316,National Lampoon's Vacation Collection,71320000
2317,{},250821495
2318,{},1214198
2319,{},0
2320,{},98126565
2321,{},40283321
2322,{},0
2323,{},0
2324,{},202292902
2325,{},0
2326,{},56702901
2327,{},0
2328,{},0
2329,{},21001563
2330,{},0
2331,{},0
2332,{},6330054
2333,{},0
2334,{},0
2335,{},0
2336,{},3970078
2337,{},0
2338,{},0
2339,{},0
2340,{},0
2341,{},14010690
2342,{},0
2343,{},37962774
2344,The Gate Collection,0
2345,The Gate Collection,0
2346,{},7177431
2347,The Fly (1958 series),3000000
2348,The Fly Collection,60629159
2349,The Fly Collection,38903179
2350,{},0
2351,{},15945534
2352,Texas Chainsaw Massacre Collection,30859000
2353,Texas Chainsaw Massacre Collection,8025872
2354,Texas Chainsaw Massacre Collection,5765562
2355,Texas Chainsaw Massacre Collection,185898
2356,{},71624879
2357,{},6797218
2358,{},8988731
2359,{},1
2360,{},77200000
2361,{},0
2362,{},41382841
2363,Crocodile Dundee Collection,328203506
2364,Crocodile Dundee Collection,239606210
2365,{},0
2366,{},0
2367,The Hustler Collection,52293982
2368,{},5186646
2369,{},42724017
2370,{},11949484
2371,{},0
2372,{},0
2373,{},0
2374,{},0
2375,{},0
2376,{},4367497
2377,{},0
2378,{},103166989
2379,{},0
2380,{},13674
2381,{},83957
2382,{},0
2383,{},161626121
2384,{},4398989
2385,{},0
2386,{},0
2387,{},0
2388,{},0
2389,{},40263020
2390,{},118880016
2391,{},36850101
2392,{},0
2393,{},3076820
2394,{},0
2395,{},12827813
2396,{},0
2397,{},6852450
2398,8MM Collection,96618699
2399,{},0
2400,{},0
2401,{},0
2402,{},9090
2403,{},0
2404,{},0
2405,{},0
2406,Pet Sematary Collection,57469467
2407,Pet Sematary Collection,17092453
2408,Children of the Corn Collection,6980986
2409,Children of the Corn Collection,0
2410,{},21200000
2411,{},21095683
2412,{},0
2413,Airport Collection,100489151
2414,Airport Collection,47000000
2415,Airport Collection,30000000
2416,{},0
2417,{},116000000
2418,Alligator Collection,0
2419,{},0
2420,Westworld Collection,0
2421,{},25000000
2422,Planet of the Apes Original Collection,33395426
2423,Planet of the Apes Original Collection,18999718
2424,Planet of the Apes Original Collection,8844595
2425,Planet of the Apes Original Collection,9700000
2426,Planet of the Apes Original Collection,12348905
2427,{},0
2428,{},79666653
2429,Airport Collection,13015688
2430,The Poseidon Adventure Collection,0
2431,{},0
2432,Analyze Collection,176885658
2433,{},15156200
2434,Cruel Intentions Collection,75902208
2435,{},3897569
2436,{},0
2437,{},0
2438,{},0
2439,{},28121100
2440,{},0
2441,Carrie Collection,17762705
2442,{},0
2443,{},0
2444,{},8038508
2445,{},3335984
2446,{},0
2447,{},0
2448,{},36450736
2449,{},0
2450,{},0
2451,{},93888180
2452,{},12000000
2453,{},0
2454,{},0
2455,{},0
2456,{},0
2457,{},0
2458,{},21300000
2459,{},0
2460,{},0
2461,{},13260050
2462,{},0
2463,{},0
2464,The Matrix Collection,463517383
2465,{},53478166
2466,{},0
2467,{},29000000
2468,{},0
2469,{},0
2470,{},0
2471,{},0
2472,{},48482
2473,{},28451622
2474,{},84565230
2475,{},8359717
2476,{},10920544
2477,{},6033999
2478,{},0
2479,{},0
2480,{},73345029
2481,{},94633
2482,{},0
2483,{},13936
2484,{},0
2485,{},0
2486,{},368234
2487,{},0
2488,{},299200
2489,{},100
2490,{},0
2491,{},0
2492,{},2856712
2493,{},0
2494,{},0
2495,{},0
2496,{},0
2497,{},212404396
2498,{},4152230
2499,{},0
2500,{},0
2501,{},1
2502,{},0
2503,{},0
2504,{},5638000
2505,{},14418922
2506,{},0
2507,{},4122748
2508,{},103738726
2509,The Mummy Collection,415885488
2510,{},861789
2511,{},0
2512,{},0
2513,{},0
2514,{},0
2515,{},9016377
2516,{},0
2517,The Black Mask Collection,0
2518,{},870751
2519,{},0
2520,Star Wars Collection,924317558
2521,{},0
2522,{},0
2523,{},0
2524,{},0
2525,The Mummy (Universal Series),0
2526,The Mummy (Hammer Series),0
2527,The Mummy (Universal Series),0
2528,The Mummy (Universal Series),0
2529,The Mummy (Universal Series),0
2530,The Mummy (Universal Series),0
2531,{},0
2532,Superman Collection,300218018
2533,Superman Collection,190458706
2534,Superman Collection,75850624
2535,Superman Collection,19300000
2536,Dracula (Universal Series),1012189
2537,Dracula (Universal Series),0
2538,Frankenstein (Universal Series),0
2539,Frankenstein (Universal Series),12000000
2540,Frankenstein (Universal Series),0
2541,Frankenstein (Universal Series),0
2542,The Wolf Man (Universal Series),0
2543,Frankenstein (Hammer Series),0
2544,Dracula (Universal Series),0
2545,The Wolf Man (Universal Series),0
2546,The Howling Collection,0
2547,{},0
2548,Rocky Horror Collection,112892319
2549,{},0
2550,{},2091037
2551,{},0
2552,{},0
2553,{},2000000
2554,{},0
2555,{},0
2556,{},0
2557,{},0
2558,{},0
2559,Swamp Thing Collection,0
2560,{},0
2561,{},0
2562,{},363889678
2563,{},18564088
2564,{},0
2565,{},0
2566,{},258464
2567,{},0
2568,{},0
2569,{},0
2570,{},0
2571,{},0
2572,{},0
2573,{},0
2574,{},0
2575,{},0
2576,{},1997807
2577,Austin Powers Collection,310940086
2578,{},0
2579,{},0
2580,{},9495408
2581,Tarzan (Animation) Collection,448000000
2582,{},149705852
2583,{},0
2584,{},18535191
2585,{},0
2586,{},7267585
2587,{},0
2588,{},234801895
2589,{},0
2590,{},78599508
2591,{},408339
2592,{},0
2593,{},53208180
2594,{},0
2595,{},222104681
2596,{},0
2597,{},0
2598,{},0
2599,{},0
2600,American Pie Collection,235483004
2601,{},0
2602,Tales of the Four Seasons,0
2603,The Muppet Collection,16290976
2604,Blair Witch Collection,248000000
2605,{},0
2606,{},162091208
2607,Lake Placid Collection,56870414
2608,{},25059640
2609,{},0
2610,Ghostbusters Collection,295212467
2611,Ghostbusters Collection,215394738
2612,{},10571408
2613,{},91188905
2614,Inspector Gadget Collection,0
2615,{},2049595
2616,{},73648228
2617,{},29762011
2618,{},309457509
2619,{},0
2620,{},0
2621,{},0
2622,{},60000000
2623,{},9250000
2624,{},20000000
2625,The Adventures of Antoine Doinel,0
2626,{},0
2627,{},1883811
2628,{},14302779
2629,{},79817939
2630,{},0
2631,{},0
2632,{},22905522
2633,{},146292009
2634,{},0
2635,{},12303904
2636,{},0
2637,{},1301121
2638,{},0
2639,{},17218023
2640,{},38748395
2641,{},0
2642,Allan Quatermain Collection,0
2643,{},25147055
2644,{},0
2645,{},9518342
2646,{},0
2647,{},0
2648,{},2750741
2649,{},0
2650,{},0
2651,{},5000000
2652,{},0
2653,{},27500000
2654,{},0
2655,{},23159305
2656,{},672806292
2657,{},124305181
2658,{},0
2659,{},0
2660,{},0
2661,{},0
2662,{},0
2663,{},0
2664,{},0
2665,{},13000000
2666,{},4217115
2667,{},0
2668,{},0
2669,{},378667
2670,{},0
2671,{},0
2672,{},6
2673,{},0
2674,{},1499275
2675,{},0
2676,{},2000000
2677,{},0
2678,{},0
2679,{},0
2680,{},8033397
2681,{},0
2682,{},0
2683,The Omen Collection,26518355
2684,The Omen Collection,20471382
2685,Airplane Collection,83453539
2686,Airplane Collection,27150534
2687,{},26570463
2688,National Lampoon's Vacation Collection,49364621
2689,National Lampoon's Vacation Collection,61399552
2690,{},0
2691,{},151668774
2692,Problem Child Collection,0
