,crew,title,release_date,return,budget,revenue
377,Mike Nichols,Wolf,1994-06-17,0.0,0,0
378,Lawrence Kasdan,Wyatt Earp,1994-06-24,0.3976507936507936,63000000,25052000
379,Damian Harris,Bad Company,1995-01-20,0.0,0,0
380,Suri Krishnamma,A Man of No Importance,1994-12-22,inf,0,953
381,Jefery Levy,S.F.W.,1994-09-15,0.0,0,0
382,Keenen Ivory Wayans,A Low Down Dirty Shame,1994-11-23,2.9392418,10000000,29392418
383,Robert Lee King,"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,0.0,0,0
384,Yves Angelo,Colonel Chabert,1994-01-01,0.0,0,0
385,Russ Meyer,"Faster, Pussycat! Kill! Kill!",1965-08-06,0.0,45000,0
386,Doug McHenry,Jason's Lyric,1994-09-28,2.9787887142857143,7000000,20851521
387,Dave Borthwick,The Secret Adventures of Tom Thumb,1993-12-10,0.0,0,0
388,Steven E. de Souza,Street Fighter,1994-12-22,2.8406720285714284,35000000,99423521
389,Wallace Wolodarsky,Coldblooded,1995-09-15,0.0,0,0
390,Michael A. Nickles,Desert Winds,1997-12-31,0.0,0,0
391,Paul Warner,Fall Time,1995-05-13,0.0,0,0
392,Vincent Robert,The Fear,1995-01-20,0.0,0,0
393,Theodore Thomas,Frank and Ollie,1995-10-20,0.0,0,0
394,Lucas Platt,Girl in the Cadillac,1995-10-24,0.0,0,0
395,Ross Kagan Marks,Homage,1995-05-03,0.0,0,0
396,Paul Williams,Mirage,1995-11-21,0.0,0,0
397,Robert Wuhl,Open Season,1996-05-03,0.0,0,0
398,Roberto Sneider,Dos Crímenes,1995-05-26,0.0,0,0
399,Jack Baxter,Brother Minister: The Assassination of Malcolm X,1995-03-01,0.0,0,0
400,Andrew Morahan,Highlander: The Final Dimension,1994-11-29,1.4153846153846157,26000000,36800000
401,Michael Corrente,Federal Hill,1995-02-24,0.0,0,0
402,John Carpenter,In the Mouth of Madness,1994-12-12,1.118325,8000000,8946600
403,John G. Avildsen,8 Seconds,1994-02-25,0.0,0,0
404,Jeff Pollack,Above the Rim,1994-03-23,0.0,0,0
405,Barry Sonnenfeld,Addams Family Values,1993-11-19,inf,0,48919043
406,Thomas Schlamme,Martin Lawrence: You So Crazy,1994-04-27,0.0,0,0
407,Martin Scorsese,The Age of Innocence,1993-09-17,0.948689411764706,34000000,32255440
408,Michael Lehmann,Airheads,1994-08-05,0.0,0,0
409,Paul Michael Glaser,The Air Up There,1994-01-07,1.2301814988290398,17080000,21011500
410,John Badham,Another Stakeout,1993-07-22,0.0,0,0
411,Jonathan Kaplan,Bad Girls,1994-04-22,inf,0,15240435
412,Whit Stillman,Barcelona,1994-07-29,0.0,3200000,0
413,Bill Forsyth,Being Human,1994-05-06,0.0,40000000,0
414,Penelope Spheeris,The Beverly Hillbillies,1993-10-15,0.0,0,0
415,John Landis,Beverly Hills Cop III,1994-05-24,2.38417978,50000000,119208989
416,Caroline Thompson,Black Beauty,1994-07-29,0.0,0,0
417,Michael Apted,Blink,1994-01-26,inf,0,16668552
418,Stephen Hopkins,Blown Away,1994-07-01,inf,0,30156002
419,William Friedkin,Blue Chips,1994-02-18,0.0,0,0
420,Tony Richardson,Blue Sky,1994-09-16,0.0,0,0
421,Abel Ferrara,Body Snatchers,1993-06-09,0.0329898461538461,13000000,428868
422,Jennifer Chambers Lynch,Boxing Helena,1993-06-18,inf,0,1796389
423,Robert De Niro,A Bronx Tale,1993-09-14,0.7858135454545454,22000000,17287898
424,Adam Resnick,Cabin Boy,1994-01-07,inf,0,3662459
425,John Whitesell,Calendar Girl,1993-09-03,0.1977034615384615,13000000,2570145
426,Brian De Palma,Carlito's Way,1993-11-10,1.2172004,30000000,36516012
427,Paul Weiland,City Slickers II: The Legend of Curly's Gold,1994-06-10,0.0,0,0
428,Mick Jackson,Clean Slate,1994-05-06,inf,0,7355425
429,Renny Harlin,Cliffhanger,1993-05-28,3.642860157142857,70000000,255000211
430,Steve Barron,Coneheads,1993-07-23,0.0,0,0
431,Richard Rush,Color of Night,1994-08-19,0.49315125,40000000,19726050
432,Michael Ritchie,Cops & Robbersons,1994-04-15,0.0,0,0
433,Gregg Champion,The Cowboy Way,1994-06-03,0.0,0,0
434,Abel Ferrara,Dangerous Game,1993-11-19,0.0,0,0
435,Ivan Reitman,Dave,1993-05-07,inf,0,63000000
436,Richard Linklater,Dazed and Confused,1993-09-24,1.1584114492753623,6900000,7993039
437,Marco Brambilla,Demolition Man,1993-10-08,2.7904520701754385,57000000,159055768
438,Bruce Brown,The Endless Summer 2,1994-06-03,0.0,0,0
439,Gus Van Sant,Even Cowgirls Get the Blues,1994-05-13,0.0,8000000,0
440,Carl Reiner,Fatal Instinct,1993-10-29,0.0,0,0
441,Chen Kaige,Farewell My Concubine,1993-09-16,0.0,0,0
442,Donald Petrie,The Favor,1994-04-29,0.0,0,0
443,Peter Weir,Fearless,1993-10-15,0.0,0,0
444,Rusty Cundieff,Fear of a Black Hat,1994-10-28,0.0,0,0
445,Alek Keshishian,With Honors,1994-04-29,0.0,0,0
446,Steve Kloves,Flesh and Bone,1993-11-05,inf,0,9488998
447,John Irvin,Widows' Peak,1994-05-13,0.0,0,0
448,Barry Sonnenfeld,For Love or Money,1993-10-01,0.3715423333333333,30000000,11146270
449,Sydney Pollack,The Firm,1993-06-30,6.434484928571429,42000000,270248367
450,Simon Wincer,Free Willy,1993-07-16,7.68493125,20000000,153698625
451,Boaz Yakin,Fresh,1994-08-24,0.0,0,0
452,Andrew Davis,The Fugitive,1993-08-06,8.38354,44000000,368875760
453,Walter Hill,Geronimo: An American Legend,1993-12-10,0.5324462857142858,35000000,18635620
454,Roger Donaldson,The Getaway,1994-02-11,inf,0,30
455,Howard Deutch,Getting Even with Dad,1994-06-17,0.0,30000000,0
456,Rose Troche,Go Fish,1994-06-10,0.0,0,0
457,Bruce Beresford,A Good Man in Africa,1994-07-14,0.0,0,0
458,Sidney Lumet,Guilty as Sin,1993-06-04,inf,0,22886222
459,John Woo,Hard Target,1993-08-20,4.121648722222222,18000000,74189677
460,Oliver Stone,Heaven & Earth,1993-12-24,0.0,33000000,0
461,Jim Abrahams,Hot Shots! Part Deux,1993-05-21,5.350113,25000000,133752825
462,Julianna Lavin,Live Nude Girls,1995-12-08,0.0,0,0
463,Christopher Monger,The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,0.0,0,0
464,Bille August,The House of the Spirits,1993-10-19,0.0,25000000,0
465,Eric Meza,House Party 3,1994-01-01,0.0,0,0
466,Joel Coen,The Hudsucker Proxy,1994-03-11,0.0,30000000,0
467,James L. Brooks,I'll Do Anything,1994-02-04,0.0,40000000,0
468,"Daniel Petrie, Jr.",In the Army Now,1994-08-12,inf,0,28881266
469,Wolfgang Petersen,In the Line of Fire,1993-07-08,4.4249292,40000000,176997168
470,Jim Sheridan,In the Name of the Father,1993-12-12,5.0612970769230765,13000000,65796862
471,Matty Rich,The Inkwell,1994-04-22,inf,0,8880705
472,Brian Gibson,What's Love Got to Do with It,1993-06-09,0.0,0,0
473,Barry Levinson,Jimmy Hollywood,1994-03-30,0.0,30000000,0
474,Stephen Hopkins,Judgment Night,1993-10-15,inf,0,12136938
475,Steven Spielberg,Jurassic Park,1993-06-11,14.604761904761904,63000000,920100000
476,Dominic Sena,Kalifornia,1993-09-01,0.2661367777777778,9000000,2395231
477,Roger Avary,Killing Zoe,1993-10-01,0.2793073333333333,1500000,418961
478,Steven Soderbergh,King of the Hill,1993-08-20,0.0,0,0
479,Daniel Petrie,Lassie,1994-07-22,0.0,0,0
480,John McTiernan,Last Action Hero,1993-06-18,1.6152763411764706,85000000,137298489
481,James Lapine,Life With Mikey,1993-06-04,0.0,0,0
482,Simon Wincer,Lightning Jack,1994-03-11,0.0,0,0
483,David Cronenberg,M. Butterfly,1993-09-09,inf,0,1499795
484,Richard Benjamin,Made in America,1993-05-27,0.0,22000000,0
485,Harold Becker,Malice,1993-09-29,inf,0,46405336
486,Mel Gibson,The Man without a Face,1993-08-25,inf,0,24760338
487,Woody Allen,Manhattan Murder Mystery,1993-08-18,0.8359694814814815,13500000,11285588
488,Albert Hughes,Menace II Society,1993-05-26,7.9714285714285715,3500000,27900000
489,Stuart Baird,Executive Decision,1996-03-15,2.217622109090909,55000000,121969216
490,Nagisa Ōshima,In the Realm of the Senses,1976-05-15,0.0,0,0
491,Tom Noonan,What Happened Was...,1994-09-09,0.0,0,0
492,Kenneth Branagh,Much Ado About Nothing,1993-05-07,0.0,8000000,0
493,Mike Figgis,Mr. Jones,1993-10-08,0.0,0,0
494,Anthony Minghella,Mr. Wonderful,1993-10-15,0.0,0,0
495,Chris Columbus,Mrs. Doubtfire,1993-11-24,17.6514478,25000000,441286195
496,Mike Leigh,Naked,1993-09-14,0.0,0,0
497,Christopher Cain,The Next Karate Kid,1994-07-18,1.3189153333333334,12000000,15826984
498,Michael Tolkin,The New Age,1994-09-16,0.0,0,0
499,Martin Campbell,No Escape,1994-04-29,0.767,20000000,15340000
500,Rob Reiner,North,1994-07-22,0.0,40000000,0
501,Sally Potter,Orlando,1992-09-01,0.0,4000000,0
502,Clint Eastwood,A Perfect World,1993-11-24,4.504366633333333,30000000,135130999
503,Jonathan Demme,Philadelphia,1993-12-22,7.949170769230769,26000000,206678440
504,Jane Campion,The Piano,1993-05-19,16.67142857142857,7000000,116700000
505,John Singleton,Poetic Justice,1993-07-23,1.9654132857142856,14000000,27515786
506,David S. Ward,The Program,1993-09-24,inf,0,23042200
507,Stuart Orme,The Puppet Masters,1994-10-21,inf,0,8638072
508,Mel Smith,Radioland Murders,1994-10-21,0.0,0,0
509,Ted Demme,The Ref,1994-03-09,1.0399266363636364,11000000,11439193
510,James Ivory,The Remains of the Day,1993-11-05,2.0206879130434783,11500000,23237911
511,Penny Marshall,Renaissance Man,1994-06-03,0.6083081,40000000,24332324
512,Philip Kaufman,Rising Sun,1993-07-30,inf,0,107198790
513,Alan Parker,The Road to Wellville,1994-10-28,0.0,0,0
514,Fred Dekker,RoboCop 3,1993-04-17,0.4861913636363636,22000000,10696210
515,Mel Brooks,Robin Hood: Men in Tights,1993-07-28,1.78698775,20000000,35739755
516,Peter Medak,Romeo Is Bleeding,1993-09-13,0.2848334782608696,11500000,3275585
517,Geoffrey Wright,Romper Stomper,1992-03-05,0.0,0,0
518,Victor Nunez,Ruby in Paradise,1993-10-08,1.25179625,800000,1001437
519,David Anspaugh,Rudy,1993-09-17,1.8958635833333333,12000000,22750363
520,Tim Hunter,The Saint of Fort Washington,1993-11-03,0.0,0,0
521,Cyril Collard,Savage Nights,1992-08-19,0.0,0,0
522,Steven Spielberg,Schindler's List,1993-11-29,14.607525772727271,22000000,321365567
523,Michael Ritchie,The Scout,1994-09-30,0.0,0,0
524,Steven Zaillian,Searching for Bobby Fischer,1993-08-13,inf,0,7266383
525,Chris Menges,Second Best,1994-09-30,0.0,0,0
526,Agnieszka Holland,The Secret Garden,1993-08-13,0.0,0,0
527,John Waters,Serial Mom,1994-04-13,0.6015913846153846,13000000,7820688
528,Russell Mulcahy,The Shadow,1994-07-01,1.9225374,25000000,48063435
529,Richard Attenborough,Shadowlands,1993-12-25,0.0,22000000,0
530,Robert Altman,Short Cuts,1993-09-05,inf,0,6110979
531,Gillies MacKinnon,A Simple Twist of Fate,1994-09-02,0.0,0,0
532,John Duigan,Sirens,1993-10-01,inf,0,7770731
533,Fred Schepisi,Six Degrees of Separation,1993-12-08,0.0,0,0
534,Nora Ephron,Sleepless in Seattle,1993-06-24,10.847613523809525,21000000,227799884
535,Phillip Noyce,Sliver,1993-05-21,2.9075,40000000,116300000
536,Ridley Scott,Blade Runner,1982-06-25,1.1835577857142856,28000000,33139618
537,Steve Rash,Son in Law,1993-07-02,inf,0,36448200
538,Thomas Schlamme,So I Married an Axe Murderer,1993-07-30,0.57927415,20000000,11585483
539,Rowdy Herrington,Striking Distance,1993-09-17,0.0,30,0
540,Arthur Joffé,Harem,1985-11-20,0.0,0,0
541,Annabel Jankel,Super Mario Bros.,1993-05-28,0.4357388541666667,48000000,20915465
542,Ernest R. Dickerson,Surviving the Game,1994-04-15,1.039190945945946,7400000,7690013
543,Deran Sarafian,Terminal Velocity,1994-09-23,0.329578,50000000,16478900
544,François Girard,Thirty Two Short Films About Glenn Gould,1993-11-26,0.0,0,0
545,Andrew Fleming,Threesome,1994-04-08,0.0,0,0
546,Henry Selick,The Nightmare Before Christmas,1993-10-09,4.201911611111111,18000000,75634409
547,Stephen Herek,The Three Musketeers,1993-11-11,1.7966281666666666,30000000,53898845
548,George P. Cosmatos,Tombstone,1993-12-25,2.2602026,25000000,56505065
549,Heywood Gould,Trial by Jury,1994-09-09,0.0,0,0
550,Tony Scott,True Romance,1993-09-09,0.98252408,12500000,12281551
551,D.A. Pennebaker,The War Room,1993-12-05,0.0,0,0
552,Joe Johnston,The Pagemaster,1994-11-23,0.5063217777777778,27000000,13670688
553,Jerry Ciccoritti,"Paris, France",1994-02-04,0.0,0,0
554,Jennifer Warren,"The Beans of Egypt, Maine",1994-01-01,0.0,0,0
555,Mark Malone,Killer,1994-09-14,0.0,0,0
556,Todd Solondz,Welcome to the Dollhouse,1995-05-24,0.0,0,0
557,Claude Berri,Germinal,1993-09-29,0.0,0,0
558,Dennis Hopper,Chasers,1994-04-22,inf,0,1596687
559,Guillermo del Toro,Cronos,1993-09-12,0.0,0,0
560,Daniel Algrant,Naked in New York,1993-11-10,0.0,0,0
561,Pedro Almodóvar,Kika,1993-10-28,0.0,0,0
562,Gurinder Chadha,Bhaji on the Beach,1994-01-21,0.0,0,0
563,Andrew Scheinman,Little Big League,1994-06-29,0.0,0,0
564,Åke Sandgren,The Slingshot,1993-09-24,0.0,0,0
565,Richard Loncraine,Wide Eyed and Legless,1993-09-05,0.0,0,0
566,Eva Sereny,Foreign Student,1994-07-29,0.0,0,0
567,Lina Wertmüller,"Ciao, Professore!",1992-10-01,0.0,0,0
568,David O. Russell,Spanking the Monkey,1994-01-15,0.0,200000,0
569,Penelope Spheeris,The Little Rascals,1994-08-05,inf,0,67308282
570,Rémy Duchemin,À la mode,1993-09-10,0.0,0,0
571,George T. Miller,Andre,1994-08-17,0.0,0,0
572,Ricky Tognazzi,The Escort,1993-01-01,0.0,0,0
573,Michael Austin,Princess Caraboo,1994-09-16,inf,0,3021629
574,Rob Epstein,The Celluloid Closet,1996-01-30,0.0,0,0
575,Mathieu Kassovitz,Café au Lait,1993-01-01,0.0,0,0
576,Nanni Moretti,Dear Diary,1993-10-12,0.0,0,0
577,María Luisa Bemberg,I Don't Want to Talk About It,1993-05-20,0.0,0,0
578,Betty Thomas,The Brady Bunch Movie,1995-02-16,0.0,0,0
579,Chris Columbus,Home Alone,1990-11-09,26.482481944444444,18000000,476684675
580,Jerry Zucker,Ghost,1990-07-12,22.954545454545453,22000000,505000000
581,Ron Clements,Aladdin,1992-11-25,18.001793535714285,28000000,504050219
582,James Cameron,Terminator 2: Judgment Day,1991-07-01,5.2,100000000,520000000
583,Kevin Costner,Dances with Wolves,1990-11-09,19.28222036363636,22000000,424208848
584,Steve Cohen,Tough and Deadly,1995-02-14,0.0,0,0
585,Tim Burton,Batman,1989-06-23,11.7528264,35000000,411348924
586,Jonathan Demme,The Silence of the Lambs,1991-02-01,14.354890631578948,19000000,272742922
587,David Hand,Snow White and the Seven Dwarfs,1937-12-20,124.24256142239136,1488423,184925486
588,Gary Trousdale,Beauty and the Beast,1991-11-13,15.09402212,25000000,377350553
589,Hamilton Luske,Pinocchio,1940-02-23,32.42307692307692,2600000,84300000
590,Garry Marshall,Pretty Woman,1990-03-23,33.07142857142857,14000000,463000000
591,Yuri Mamin,Window to Paris,1993-12-01,0.0,0,0
592,Sam Peckinpah,The Wild Bunch,1969-06-17,0.1022793244232503,6244087,638641
593,C.M. Talkington,Love and a .45,1994-11-23,0.0,0,0
594,Huang Jianxin,The Wooden Man's Bride,1994-02-05,0.0,0,0
595,Jean Bach,A Great Day in Harlem,1994-09-27,0.0,0,0
596,Sam Weisman,Bye Bye Love,1995-03-16,0.0,0,0
597,Michael Hoffman,One Fine Day,1996-12-20,inf,0,97529550
598,Bill Condon,Candyman: Farewell to the Flesh,1995-03-17,inf,0,13940383
599,Stephen Poliakoff,Century,1993-12-31,0.0,0,0
600,Joel Coen,Fargo,1996-04-05,8.65885357142857,7000000,60611975
601,David R. Ellis,Homeward Bound II: Lost in San Francisco,1996-03-08,inf,0,32709423
602,Gerald Potterton,Heavy Metal,1981-08-07,0.0,9300000,0
603,Kevin Yagher,Hellraiser: Bloodline,1996-03-08,4.16875,4000000,16675000
604,Matt Reeves,The Pallbearer,1996-05-03,0.0,8000000,0
605,Franco Zeffirelli,Jane Eyre,1996-02-09,0.0,0,0
606,Anna Campion,Loaded,1996-04-12,0.0,500000,0
607,Franco Brusati,Bread and Chocolate,1974-05-05,0.0,0,0
608,Wolfgang Reitherman,The Aristocats,1970-12-23,13.91881425,4000000,55675257
609,Pedro Almodóvar,The Flower of My Secret,1995-09-22,0.0,0,0
610,Fernando Trueba,Two Much,1996-02-14,0.0,0,0
611,Bill Couturié,Ed,1996-03-15,0.0,0,0
612,Werner Herzog,Scream of Stone,1991-01-01,0.0,0,0
613,André Téchiné,My Favorite Season,1993-05-14,0.0,0,0
614,,A Modern Affair,1996-09-06,0.0,0,0
615,Mika Kaurismäki,Condition Red,1995-12-08,0.0,0,0
616,Férid Boughedir,Halfaouine: Boy of the Terraces,1990-01-01,0.0,0,0
617,Martin Lawrence,A Thin Line Between Love and Hate,1996-04-04,0.0,0,0
618,Stacy Title,The Last Supper,1995-09-08,inf,0,442965
619,Gregory Hoblit,Primal Fear,1996-04-03,3.420539433333333,30000000,102616183
620,Clément Virgo,Rude,1995-09-08,0.0,0,0
621,Bruno Barreto,Carried Away,1996-01-26,0.0,0,0
622,Paul Sabella,All Dogs Go to Heaven 2,1996-03-29,inf,0,8620678
623,Ken Loach,Land and Freedom,1995-01-01,0.0,0,0
624,Hal Salwen,Denise Calls Up,1995-05-17,0.0,0,0
625,Jonathan R. Betuel,Theodore Rex,1995-12-14,0.0,33500000,0
626,Richard Pearce,A Family Thing,1996-03-29,0.0,0,0
627,Todd Verow,Frisk,1996-03-22,0.0,0,0
628,Jonathan Lynn,Sgt. Bilko,1996-03-29,0.0,0,0
629,Tim Sullivan,Jack & Sarah,1995-06-02,inf,0,218626
630,Spike Lee,Girl 6,1996-03-22,0.4116615833333333,12000000,4939939
631,Jeremiah S. Chechik,Diabolique,1996-03-22,0.0,0,0
632,Hervé Palud,"Little Indian, Big City",1994-12-14,0.0,0,0
633,Martin Enlen,Roula,1995-09-11,0.0,0,0
634,Carlo Rola,Peanuts – Die Bank zahlt alles,1996-03-21,0.0,0,0
635,,Happy Weekend,1996-03-14,inf,0,65335
636,Claude Sautet,Nelly and Monsieur Arnaud,1996-04-12,0.0,0,0
637,Edward Zwick,Courage Under Fire,1996-07-04,2.1926264782608698,46000000,100860818
638,Brian De Palma,Mission: Impossible,1996-05-22,5.7212044875,80000000,457696359
639,Friðrik Þór Friðriksson,Cold Fever,1995-02-10,0.0,0,0
640,Pen Densham,Moll Flanders,1996-06-14,0.0,0,0
641,Sönke Wortmann,The Superwife,1996-03-06,0.0,0,0
642,Park Chul-soo,"301, 302",1995-04-22,0.0,0,0
643,Rob Cohen,DragonHeart,1996-05-31,2.022234649122807,57000000,115267375
644,Joseph Vilsmaier,Und keiner weint mir nach,1996-02-29,0.0,0,0
645,Michael Verhoeven,My Mother's Courage,1995-09-12,0.0,0,0
646,Steve Rash,Eddie,1996-05-31,0.0,0,0
647,Gray Hofmeyr,Yankee Zulu,1993-12-01,0.0,0,0
648,Richard Wherrett,Billy's Holiday,1995-07-26,0.0,0,0
649,René Clément,Purple Noon,1960-03-10,0.0,0,0
650,Anthony Hopkins,August,1996-08-08,0.0,0,0
651,Henry Selick,James and the Giant Peach,1996-04-12,0.7610858947368421,38000000,28921264
652,James Foley,Fear,1996-04-12,0.0,0,0
653,Kelly Makin,Kids in the Hall: Brain Candy,1996-04-02,0.0,0,0
654,Paul Mazursky,Faithful,1996-04-03,0.7530692307692308,13000000,9789900
655,Emir Kusturica,Underground,1995-04-11,0.0,14000000,0
656,Bo Widerberg,All Things Fair,1995-03-08,0.0,0,0
657,Alan Mehrez,Bloodsport II,1996-03-01,inf,0,684351
658,Satyajit Ray,Pather Panchali,1955-08-26,inf,0,536364
659,Satyajit Ray,The World of Apu,1959-05-01,inf,0,16000
660,Jim Mallon,Mystery Science Theater 3000: The Movie,1996-04-19,0.0,0,0
661,,Tarantella,1996-03-15,0.0,0,0
662,Joe Pytka,Space Jam,1996-11-15,3.1275,80000000,250200000
663,Roger Vadim,Barbarella,1968-10-10,0.2777777777777778,9000000,2500000
664,Catherine Cyran,Hostile Intentions,1995-01-01,0.0,0,0
665,Brett Piper,They Bite,1996-01-01,0.0,0,0
666,George Hickenlooper,Some Folks Call It a Sling Blade,1994-03-26,0.0,0,0
667,Peter Yates,The Run of the Country,1995-09-22,0.0,0,0
668,Jean-Luc Godard,Alphaville,1965-05-05,0.0,220000,0
669,Bertrand Tavernier,Coup de Torchon,1981-11-04,0.0,0,0
670,Mika Kaurismäki,Tigrero: A Film That Was Never Made,1994-01-01,0.0,0,0
671,Claude Chabrol,The Eye of Vichy,1993-05-20,0.0,0,0
672,Gordon Willis,Windows,1980-01-18,0.0,0,0
673,Randal Kleiser,It's My Party,1996-03-22,0.0,0,0
674,Michael Blakemore,Country Life,1994-10-27,0.0,0,0
675,Simon Wincer,Operation Dumbo Drop,1995-07-28,0.0,0,0
676,Margarethe von Trotta,The Promise,1995-02-16,0.0,0,0
677,Margarethe von Trotta,The Promise,1995-02-16,0.0,0,0
678,Margarethe von Trotta,The Promise,1995-02-16,0.0,0,0
679,Margarethe von Trotta,The Promise,1995-02-16,0.0,0,0
680,Richard Benjamin,Mrs. Winterbourne,1996-04-19,0.4028,25000000,10070000
681,Norberto Barba,Solo,1996-10-23,0.0,0,0
682,Eli Cohen,Under The Domim Tree,1994-01-01,0.0,0,0
683,Robert Mandel,The Substitute,1996-04-19,0.0,0,0
684,Pat Verducci,True Crime,1996-03-12,0.0,0,0
685,Michael Winterbottom,Butterfly Kiss,1995-08-18,0.0,0,0
686,Steven Baigelman,Feeling Minnesota,1996-09-13,0.0,0,0
687,Zalman King,Delta of Venus,1995-06-09,inf,0,62949
688,Barry Caillier,To Cross the Rubicon,1991-01-01,0.0,0,0
689,Patrick Read Johnson,Angus,1995-09-15,0.0,0,0
690,Stijn Coninx,Priest Daens,1992-09-01,0.0,0,0
691,John Cassavetes,Faces,1968-11-24,0.0,275000,0
692,Stacy Cochran,Boys,1996-05-10,0.0,0,0
693,Jean-Claude Van Damme,The Quest,1996-04-19,1.9133515666666667,30000000,57400547
694,Mark Joffe,Cosi,1996-03-04,0.0,0,0
695,Steve Gomer,Sunset Park,1996-04-26,0.0,0,0
696,Lee Tamahori,Mulholland Falls,1996-04-26,0.0,0,0
697,Michael Lehmann,The Truth About Cats & Dogs,1996-04-26,0.0,0,0
698,George Scribner,Oliver & Company,1988-11-18,2.3919789032258065,31000000,74151346
699,Tom DeCerchio,Celtic Pride,1996-04-19,0.0,0,0
700,Alan Shapiro,Flipper,1996-05-17,0.7865264394829612,25530000,20080020
701,Angela Pope,Captives,1994-05-03,0.0,0,0
702,Betty Kaplan,Of Love and Shadows,1994-05-10,0.0,0,0
703,Jim Jarmusch,Dead Man,1995-12-23,0.0,9000000,0
704,Jean-Paul Rappeneau,The Horseman on the Roof,1995-09-20,0.4285714285714285,35000000,15000000
705,Jack Hill ,Switchblade Sisters,1975-01-05,0.0,0,0
706,Manuel Gómez Pereira,Mouth to Mouth,1995-11-10,0.0,0,0
707,Jean-Marie Poiré,The Visitors,1993-01-27,0.0,0,0
708,Harold Ramis,Multiplicity,1996-07-19,0.0,45000000,0
709,Brett Thompson,"The Haunted World of Edward D. Wood, Jr.",1996-05-01,0.0,0,0
710,Francesco Sframeli,Two Friends,2002-03-20,0.0,0,0
711,Andrew Fleming,The Craft,1996-05-03,1.6512977333333334,15000000,24769466
