,title,runtime,release_year
801,Kaspar Hauser,139.0,1993
802,Regular Guys,100.0,1996
803,Diebinnen,,1996
804,The Convent,91.0,1995
805,The Adventures of Pinocchio,90.0,1996
806,Joe's Apartment,78.0,1996
807,The First Wives Club,102.0,1996
808,Stonewall,99.0,1995
809,Ransom,117.0,1996
810,High School High,86.0,1996
811,Phat Beach,89.0,1996
812,Foxfire,102.0,1996
813,Chain Reaction,107.0,1996
814,Matilda,98.0,1996
815,Emma,121.0,1996
816,The Crow: City of Angels,84.0,1996
817,House Arrest,108.0,1996
818,Eyes Without a Face,90.0,1960
819,Bordello of Blood,87.0,1996
820,Lotto Land,87.0,1995
821,The Story of Xinghua,90.0,1994
822,The Day the Sun Turned Cold,99.0,1994
823,Flirt,85.0,1995
824,The Big Squeeze,98.0,1996
825,The Spitfire Grill,117.0,1996
826,Escape from L.A.,97.0,1996
827,Cyclo,123.0,1995
828,Basquiat,108.0,1996
829,Tin Cup,135.0,1996
830,Dingo,109.0,1991
831,The Ballad of Narayama,98.0,1958
832,Every Other Weekend,104.0,1990
833,Mille bolle blu,0.0,1993
834,Crows and Sparrows,113.0,1949
835,The Godfather,175.0,1972
836,Maybe... Maybe Not,90.0,1994
837,Police Story 3: Supercop,95.0,1992
838,Manny & Lo,88.0,1996
839,Wife,89.0,1953
840,Wife,89.0,1953
841,Wife,89.0,1953
842,Wife,89.0,1953
843,Small Faces,108.0,1996
844,Bound,108.0,1996
845,Carpool,89.0,1996
846,Death in Brunswick,109.0,1990
847,Kansas City,116.0,1996
848,Gone Fishin',94.0,1997
849,Lover's Knot,82.0,1996
850,Vive L'Amour,118.0,1994
851,Shadow of Angels,101.0,1976
852,Killer: A Journal of Murder,91.0,1996
853,Nothing to Lose,0.0,1994
854,Project S,104.0,1993
855,Girls Town,90.0,1996
856,Bye-Bye,104.0,1995
857,The Relic,110.0,1997
858,The Island of Dr. Moreau,96.0,1996
859,First Kid,101.0,1996
860,The Trigger Effect,94.0,1996
861,Sweet Nothing,89.0,1995
862,Bogus,110.0,1996
863,Bulletproof,84.0,1996
864,Talk of Angels,96.0,1998
865,The Land Before Time III: The Time of the Great Giving,71.0,1995
866,1-900,0.0,1994
867,Baton Rouge,,1988
868,Halloween: The Curse of Michael Myers,88.0,1995
869,Twelfth Night,134.0,1996
870,Mother Night,114.0,1996
871,Liebelei,88.0,1933
872,Venice,110.0,2010
873,Wild Reeds,115.0,1994
874,For Whom the Bell Tolls,170.0,1943
875,The Philadelphia Story,112.0,1940
876,Singin' in the Rain,103.0,1952
877,An American in Paris,113.0,1951
878,Funny Face,103.0,1957
879,Breakfast at Tiffany's,110.0,1961
880,Vertigo,128.0,1958
881,Rear Window,112.0,1954
882,It Happened One Night,105.0,1934
883,Gaslight,114.0,1944
884,The Gay Divorcee,107.0,1934
885,North by Northwest,136.0,1959
886,The Apartment,125.0,1960
887,Some Like It Hot,122.0,1959
888,Charade,113.0,1963
889,Casablanca,102.0,1942
890,The Maltese Falcon,100.0,1941
891,My Fair Lady,170.0,1964
892,Sabrina,113.0,1954
893,Roman Holiday,119.0,1953
894,The Little Princess,93.0,1939
895,Meet Me in St. Louis,113.0,1944
896,The Wizard of Oz,102.0,1939
897,Gone with the Wind,238.0,1939
898,My Favorite Year,92.0,1982
899,Sunset Boulevard,110.0,1950
900,Citizen Kane,119.0,1941
901,2001: A Space Odyssey,149.0,1968
902,Golden Earrings,95.0,1947
903,All About Eve,138.0,1950
904,The Women,133.0,1939
905,Rebecca,130.0,1940
906,Foreign Correspondent,120.0,1940
907,Notorious,102.0,1946
908,Spellbound,111.0,1945
909,An Affair to Remember,111.0,1957
910,To Catch a Thief,106.0,1955
911,Father of the Bride,92.0,1950
912,The Band Wagon,112.0,1953
913,Ninotchka,110.0,1939
914,Love in the Afternoon,130.0,1957
915,Gigi,116.0,1958
916,The Reluctant Debutante,94.0,1958
917,The Adventures of Robin Hood,102.0,1938
918,The Mark of Zorro,94.0,1940
919,Laura,88.0,1944
920,The Ghost and Mrs. Muir,104.0,1947
921,Lost Horizon,97.0,1937
922,Top Hat,101.0,1935
923,To Be or Not to Be,99.0,1942
924,My Man Godfrey,94.0,1936
925,Giant,201.0,1956
926,East of Eden,115.0,1955
927,The Thin Man,93.0,1934
928,His Girl Friday,92.0,1940
929,Around the World in Eighty Days,167.0,1956
930,It's a Wonderful Life,130.0,1946
931,Mr. Smith Goes to Washington,129.0,1939
932,Bringing Up Baby,102.0,1938
933,Penny Serenade,119.0,1941
934,The Scarlet Letter,115.0,1926
935,Lady of Burlesque,91.0,1943
936,Of Human Bondage,83.0,1934
937,Angel on My Shoulder,100.0,1946
938,Little Lord Fauntleroy,102.0,1936
939,They Made Me a Criminal,92.0,1939
940,The Inspector General,101.0,1949
941,Angel and the Badman,100.0,1947
942,The 39 Steps,86.0,1935
943,A Walk in the Sun,117.0,1945
944,The Outlaw,116.0,1943
945,Night of the Living Dead,96.0,1968
946,The African Queen,105.0,1951
947,Beat the Devil,89.0,1953
948,Cat on a Hot Tin Roof,108.0,1958
949,The Last Time I Saw Paris,116.0,1954
950,Meet John Doe,122.0,1941
951,Algiers,96.0,1938
952,Something to Sing About,93.0,1937
953,A Farewell to Arms,89.0,1932
954,A Farewell to Arms,89.0,1932
955,A Farewell to Arms,89.0,1932
956,A Farewell to Arms,89.0,1932
957,Moonlight Murder,65.0,1936
958,Nothing Personal,83.0,1996
959,"Yes, Madam",93.0,1985
960,Dangerous Ground,95.0,1997
961,Picnic,115.0,1955
962,Madagascar Skin,96.0,1995
963,The Pompatus of Love,99.0,1996
964,Small Wonders,77.0,1995
965,Fly Away Home,107.0,1996
966,Bliss,103.0,1997
967,Grace of My Heart,116.0,1996
968,Brother of Sleep,127.0,1995
969,Maximum Risk,100.0,1996
970,Michael Collins,132.0,1996
971,The Rich Man's Wife,94.0,1996
972,Infinity,119.0,1996
973,Big Night,107.0,1996
974,Last Man Standing,101.0,1996
975,Caught,110.0,1996
976,Set It Off,118.0,1996
977,2 Days in the Valley,104.0,1996
978,Curdled,88.0,1996
979,L'associé,94.0,1979
980,Ed's Next Move,88.0,1996
981,Extreme Measures,118.0,1996
982,The Glimmer Man,92.0,1996
983,D3: The Mighty Ducks,104.0,1996
984,The Chamber,113.0,1996
985,The Apple Dumpling Gang,100.0,1975
986,"Davy Crockett, King of the Wild Frontier",93.0,1955
987,Escape to Witch Mountain,97.0,1975
988,The Love Bug,107.0,1968
989,Herbie Rides Again,88.0,1974
990,Old Yeller,83.0,1957
991,The Parent Trap,129.0,1961
992,Pollyanna,134.0,1960
993,Homeward Bound: The Incredible Journey,84.0,1993
994,The Shaggy Dog,104.0,1959
995,Swiss Family Robinson,126.0,1960
996,That Darn Cat!,112.0,1965
997,"20,000 Leagues Under the Sea",127.0,1954
998,Cool Runnings,98.0,1993
999,Angels in the Outfield,102.0,1994
1000,Cinderella,74.0,1950
1001,Winnie the Pooh and the Blustery Day,25.0,1968
1002,The Three Caballeros,71.0,1944
1003,The Sword in the Stone,79.0,1963
1004,So Dear to My Heart,79.0,1948
1005,Robin Hood: Prince of Thieves,143.0,1991
1006,Mary Poppins,139.0,1964
1007,Dumbo,64.0,1941
1008,Pete's Dragon,128.0,1977
1009,Bedknobs and Broomsticks,117.0,1971
1010,Alice in Wonderland,75.0,1951
1011,The Fox and the Hound,82.0,1981
1012,Freeway,110.0,1996
1013,The Sound of Music,174.0,1965
1014,Die Hard,131.0,1988
1015,The Lawnmower Man,108.0,1992
1016,Unhook the Stars,103.0,1996
1017,Synthetic Pleasures,85.0,1995
1018,The Secret Agent,95.0,1996
1019,Secrets & Lies,142.0,1996
1020,That Thing You Do!,108.0,1996
1021,To Gillian on Her 37th Birthday,93.0,1996
1022,Surviving Picasso,125.0,1996
1023,Love Is All There Is,105.0,1996
1024,Beautiful Thing,90.0,1996
1025,The Long Kiss Goodnight,120.0,1996
1026,The Ghost and the Darkness,109.0,1996
1027,Looking for Richard,112.0,1996
1028,Trees Lounge,95.0,1996
1029,The Proprietor,0.0,1996
1030,Normal Life,101.0,1996
1031,Get on the Bus,120.0,1996
1032,Shadow Conspiracy,103.0,1997
1033,Jude,123.0,1996
1034,Everyone Says I Love You,101.0,1996
1035,Bitter Sugar,102.0,1996
1036,Romeo + Juliet,120.0,1996
1037,Swingers,94.0,1996
1038,Sleepers,147.0,1996
1039,The Sunchaser,122.0,1996
1040,Johns,96.0,1996
1041,Aladdin and the King of Thieves,81.0,1996
1042,The Woman in Question,88.0,1952
1043,Shall We Dance,109.0,1937
1044,A Damsel in Distress,101.0,1937
1045,Crossfire,86.0,1947
1046,"Murder, My Sweet",95.0,1944
1047,Macao,81.0,1952
1048,For the Moment,115.0,1993
1049,Willy Wonka & the Chocolate Factory,100.0,1971
1050,The Sexual Life of the Belgians,85.0,1994
1051,The Innocents,100.0,1961
1052,Sleeper,89.0,1973
1053,Bananas,82.0,1971
1054,A Fish Called Wanda,108.0,1988
1055,Life of Brian,94.0,1979
1056,Victor/Victoria,132.0,1982
1057,The Candidate,110.0,1972
1058,The Great Race,160.0,1965
1059,Bonnie and Clyde,111.0,1967
1060,The Old Man and the Sea,86.0,1958
1061,Dial M for Murder,104.0,1954
1062,Madame Butterfly,135.0,1995
1063,Dirty Dancing,100.0,1987
1064,Reservoir Dogs,99.0,1992
1065,Platoon,120.0,1986
1066,Weekend at Bernie's,97.0,1989
1067,Basic Instinct,127.0,1992
1068,The Doors,140.0,1991
1069,The Crying Game,112.0,1992
1070,Glengarry Glen Ross,100.0,1992
1071,Sophie's Choice,151.0,1982
1072,E.T. the Extra-Terrestrial,115.0,1982
1073,The Search for One-eye Jimmy,80.0,1994
1074,A Christmas Carol,69.0,1938
1075,Days of Thunder,107.0,1990
1076,Top Gun,110.0,1986
1077,American Strays,97.0,1996
1078,Rebel Without a Cause,111.0,1955
1079,A Streetcar Named Desire,125.0,1951
1080,Children of the Corn IV: The Gathering,85.0,1996
1081,The Leopard Son,87.0,1996
1082,Charm's  Incidents,88.0,1996
1083,Bird of Prey,105.0,1995
1084,Microcosmos,80.0,1996
1085,Palookaville,92.0,1995
1086,The Associate,114.0,1996
1087,The Funeral,99.0,1996
1088,The Sleepover,6.0,2013
1089,A Single Girl,90.0,1995
1090,The Eighth Day,118.0,1996
1091,North Star,90.0,1996
1092,Drunks,90.0,1997
1093,The People vs. Larry Flynt,129.0,1996
1094,Glory Daze,100.0,1995
1095,A Perfect Candidate,105.0,1996
1096,On Golden Pond,109.0,1981
1097,The Return of the Pink Panther,113.0,1975
1098,Drop Dead Fred,103.0,1991
1099,The Abyss,139.0,1989
1100,The Fog,89.0,1980
1101,Escape from New York,99.0,1981
1102,The Howling,91.0,1981
1103,Jean de Florette,120.0,1986
1104,Manon of the Spring,120.0,1986
1105,Johnny 100 Pesos,90.0,1993
1106,Private Benjamin,109.0,1980
1107,Monty Python and the Holy Grail,91.0,1975
1108,Hustler White,79.0,1996
1109,Dadetown,93.0,1995
1110,Everything Relative,110.0,1996
1111,Entertaining Angels - The Dorothy Day Story,112.0,1996
1112,Three Lives and Only One Death,123.0,1996
1113,The Line King: The Al Hirschfeld Story,86.0,1996
1114,Snowriders,96.0,1996
1115,Curtis's Charm,74.0,1995
1116,When We Were Kings,89.0,1996
1117,The Wrong Trousers,30.0,1993
1118,JLG/JLG: Self-Portrait in December,62.0,1995
1119,The Return of Martin Guerre,122.0,1982
1120,Faust,97.0,1994
1121,He Walked by Night,79.0,1948
1122,Raw Deal,79.0,1948
1123,T-Men,92.0,1947
1124,The Children Are Watching Us,84.0,1944
1125,Pastoral Symphony,110.0,1946
1126,Here Comes Cookie,65.0,1935
1127,Love In Bloom,75.0,1935
1128,Six of a Kind,62.0,1934
1129,The Tin Drum,142.0,1979
1130,The Ruling Class,154.0,1972
1131,Mina Tannenbaum,0.0,1994
1132,2 or 3 Things I Know About Her,100.0,1967
1133,The Bloody Child,85.0,1996
1134,Dear God,112.0,1996
1135,Bad Moon,80.0,1996
1136,American Dream,98.0,1990
1137,Best of the Best 3: No Turning Back,90.0,1995
1138,Bob Roberts,102.0,1992
1139,Cinema Paradiso,124.0,1988
1140,"The Cook, the Thief, His Wife & Her Lover",125.0,1989
1141,Dead Tired,0.0,1994
1142,Delicatessen,99.0,1991
1143,The Double Life of Veronique,97.0,1991
1144,Enchanted April,89.0,1991
1145,Paths of Glory,88.0,1957
1146,The Grifters,110.0,1990
1147,Hear My Song,113.0,1991
1148,The Shooter,91.0,1997
1149,The English Patient,162.0,1996
1150,Mediterraneo,96.0,1991
1151,My Left Foot: The Story of Christy Brown,103.0,1989
1152,"Sex, Lies, and Videotape",100.0,1989
1153,Passion Fish,135.0,1992
1154,Strictly Ballroom,94.0,1992
1155,The Thin Blue Line,103.0,1988
1156,Tie Me Up! Tie Me Down!,111.0,1989
1157,Madonna: Truth or Dare,119.0,1991
1158,Paris is Burning,71.0,1990
1159,One Flew Over the Cuckoo's Nest,133.0,1975
1160,Up in Smoke,86.0,1978
1161,The Empire Strikes Back,124.0,1980
1162,The Princess Bride,98.0,1987
1163,Raiders of the Lost Ark,115.0,1981
1164,Brazil,132.0,1985
1165,Aliens,137.0,1986
1166,"The Good, the Bad and the Ugly",161.0,1966
1167,Withnail & I,107.0,1987
1168,12 Angry Men,96.0,1957
1169,Lawrence of Arabia,216.0,1962
1170,A Clockwork Orange,136.0,1971
1171,To Kill a Mockingbird,129.0,1962
1172,Apocalypse Now,153.0,1979
1173,Once Upon a Time in the West,175.0,1968
1174,Return of the Jedi,135.0,1983
1175,Wings of Desire,128.0,1987
1176,The Third Man,104.0,1949
1177,GoodFellas,145.0,1990
1178,Alien,117.0,1979
1179,Army of Darkness,81.0,1992
1180,The Big Blue,168.0,1988
1181,Ran,162.0,1985
1182,The Killer,110.0,1989
1183,Psycho,109.0,1960
1184,The Blues Brothers,133.0,1980
1185,The Godfather: Part II,200.0,1974
1186,Full Metal Jacket,116.0,1987
1187,A Grand Day Out,23.0,1990
1188,Henry V,137.0,1989
1189,Amadeus,160.0,1984
1190,The Quiet Man,129.0,1952
1191,Once Upon a Time in America,229.0,1984
1192,Raging Bull,129.0,1980
1193,Annie Hall,93.0,1977
1194,The Right Stuff,193.0,1983
1195,Stalker,163.0,1979
1196,Das Boot,149.0,1981
1197,The Sting,129.0,1973
1198,Harold and Maude,91.0,1971
1199,Trust,107.0,1990
1200,The Seventh Seal,96.0,1957
1201,Local Hero,111.0,1983
1202,The Terminator,108.0,1984
1203,Braindead,104.0,1992
1204,Glory,122.0,1989
1205,Rosencrantz & Guildenstern Are Dead,117.0,1991
1206,Manhattan,96.0,1979
1207,Miller's Crossing,115.0,1990
1208,Dead Poets Society,129.0,1989
1209,The Graduate,106.0,1967
1210,Touch of Evil,95.0,1958
1211,La Femme Nikita,115.0,1990
1212,The Bridge on the River Kwai,161.0,1957
1213,8½,138.0,1963
1214,Chinatown,130.0,1974
1215,The Day the Earth Stood Still,92.0,1951
1216,The Treasure of the Sierra Madre,126.0,1948
1217,Bad Taste,91.0,1987
1218,Duck Soup,68.0,1933
1219,Better Off Dead...,97.0,1985
1220,The Shining,144.0,1980
1221,Stand by Me,89.0,1986
1222,M,117.0,1931
1223,Evil Dead II,84.0,1987
1224,The Great Escape,172.0,1963
1225,The Deer Hunter,183.0,1978
1226,Diva,117.0,1981
1227,Groundhog Day,101.0,1993
1228,Unforgiven,131.0,1992
1229,The Manchurian Candidate,126.0,1962
1230,Pump up the Volume,105.0,1990
1231,Arsenic and Old Lace,118.0,1944
1232,Back to the Future,116.0,1985
1233,Fried Green Tomatoes,130.0,1991
1234,Patton,172.0,1970
1235,Down by Law,107.0,1986
1236,Akira,124.0,1988
1237,Highlander,116.0,1986
1238,Cool Hand Luke,126.0,1967
1239,Cyrano de Bergerac,137.0,1990
1240,Young Frankenstein,106.0,1974
1241,Night on Earth,129.0,1991
1242,Raise the Red Lantern,125.0,1991
1243,The Great Dictator,125.0,1940
1244,Fantasia,124.0,1940
1245,High Noon,85.0,1952
1246,The Big Sleep,116.0,1946
1247,Heathers,102.0,1988
1248,Somewhere in Time,103.0,1980
1249,Ben-Hur,212.0,1959
1250,This Is Spinal Tap,82.0,1984
1251,Koyaanisqatsi,87.0,1982
1252,Some Kind of Wonderful,95.0,1987
1253,Indiana Jones and the Last Crusade,127.0,1989
1254,Being There,130.0,1979
1255,Gandhi,191.0,1982
1256,The Unbearable Lightness of Being,171.0,1988
1257,A Room with a View,117.0,1985
1258,Real Genius,106.0,1985
1259,Pink Floyd: The Wall,95.0,1982
1260,The Killing Fields,141.0,1984
1261,My Life as a Dog,101.0,1985
1262,Forbidden Planet,98.0,1956
1263,Field of Dreams,107.0,1989
1264,The Man Who Would Be King,129.0,1975
1265,Butch Cassidy and the Sundance Kid,110.0,1969
1266,"Paris, Texas",147.0,1984
1267,Until the End of the World,287.0,1991
1268,When Harry Met Sally...,96.0,1989
1269,I Shot a Man in Vegas,86.0,1996
1270,Parallel Sons,93.0,1995
1271,Hype!,84.0,1996
1272,Santa with Muscles,93.0,1996
1273,Female Perversions,119.0,1996
1274,Mad Dog Time,93.0,1996
1275,Breathing Room,90.0,1996
1276,Paris Was a Woman,75.0,1996
1277,I'm Not Rappaport,135.0,1996
1278,Blue Juice,90.0,1995
1279,Kids of Survival,0.0,1996
1280,Alien³,114.0,1992
1281,An American Werewolf in London,97.0,1981
1282,Amityville: It's About Time,91.0,1992
1283,Amityville 3-D,105.0,1983
1284,Amityville: Dollhouse,93.0,1996
1285,Amityville: A New Generation,90.0,1993
1286,Amityville II: The Possession,104.0,1982
1287,The Amityville Horror,117.0,1979
1288,The Amityville Curse,91.0,1989
1289,Blood for Dracula,103.0,1974
1290,April Fool's Day,89.0,1986
1291,Audrey Rose,113.0,1977
1292,The Believers,114.0,1987
1293,The Birds,119.0,1963
1294,The Blob,86.0,1958
1295,Blood Beach,92.0,1980
1296,Body Parts,88.0,1991
1297,The Body Snatcher,77.0,1945
1298,Dracula,128.0,1992
1299,Bride of Frankenstein,75.0,1935
1300,Burnt Offerings,116.0,1976
1301,Candyman,99.0,1992
1302,Cape Fear,128.0,1991
1303,Cape Fear,105.0,1962
1304,Carrie,98.0,1976
1305,Cat People,118.0,1982
1306,A Nightmare on Elm Street,91.0,1984
1307,Nosferatu,94.0,1922
1308,Vampire in Venice,97.0,1988
1309,The Omen,111.0,1976
1310,Blood and Wine,101.0,1996
1311,Albino Alligator,97.0,1996
1312,The Mirror Has Two Faces,126.0,1996
1313,Breaking the Waves,159.0,1996
1314,Nightwatch,102.0,1997
1315,Star Trek: First Contact,111.0,1996
1316,Shine,105.0,1996
1317,Sling Blade,135.0,1996
1318,Jingle All the Way,89.0,1996
1319,Identification of a Woman,128.0,1982
1320,Paradise Lost: The Child Murders at Robin Hood Hills,150.0,1996
1321,The Preacher's Wife,124.0,1996
1322,Zero Kelvin,118.0,1995
1323,Ridicule,102.0,1996
1324,The Crucible,124.0,1996
1325,101 Dalmatians,103.0,1996
1326,The Forbidden Christ,0.0,1951
1327,I Can't Sleep,112.0,1994
1328,Die Hard 2,124.0,1990
1329,Star Trek: The Motion Picture,132.0,1979
1330,Star Trek VI: The Undiscovered Country,113.0,1991
1331,Star Trek V: The Final Frontier,107.0,1989
1332,Star Trek II: The Wrath of Khan,113.0,1982
1333,Star Trek III: The Search for Spock,105.0,1984
1334,Star Trek IV: The Voyage Home,119.0,1986
1335,Batman Returns,126.0,1992
1336,Young Guns,107.0,1988
1337,Young Guns II,132.0,1990
1338,Grease,110.0,1978
1339,Grease 2,115.0,1982
1340,Marked for Death,94.0,1990
1341,Adrenalin: Fear the Rush,77.0,1996
1342,The Substance of Fire,97.0,1996
1343,Under Siege,103.0,1992
1344,Terror in a Texas Town,80.0,1958
1345,Jaws,124.0,1975
1346,Jaws 2,116.0,1978
1347,Jaws 3-D,99.0,1983
1348,My Fellow Americans,101.0,1996
1349,Mars Attacks!,106.0,1996
1350,Citizen Ruth,104.0,1996
1351,Jerry Maguire,139.0,1996
1352,Raising Arizona,94.0,1987
1353,Tin Men,112.0,1987
1354,Sneakers,126.0,1992
1355,Bastard Out of Carolina,97.0,1996
1356,In Love and War,113.0,1996
1357,Marvin's Room,98.0,1996
1358,Somebody Is Waiting,96.0,1996
1359,Ghosts of Mississippi,130.0,1996
1360,Night Falls on Manhattan,113.0,1996
1361,Beavis and Butt-Head Do America,81.0,1996
1362,La Cérémonie,111.0,1995
1363,Scream,111.0,1996
1364,The Last of the Mohicans,112.0,1992
1365,Michael,105.0,1996
1366,The Evening Star,129.0,1996
1367,Hamlet,242.0,1996
1368,Some Mother's Son,112.0,1996
1369,The Whole Wide World,106.0,1996
1370,Mother,104.0,1996
1371,Thieves,117.0,1996
1372,Evita,134.0,1996
1373,The Portrait of a Lady,144.0,1996
1374,Walkabout,95.0,1971
1375,Message to Love: The Isle of Wight Festival,127.0,1996
1376,Murder at 1600,107.0,1997
1377,Hearts and Minds,113.0,1995
1378,Inside,94.0,1996
1379,Fierce Creatures,93.0,1997
1380,Zeus & Roxanne,98.0,1997
1381,Turbulence,100.0,1997
1382,Angel Baby,105.0,1995
1383,First Strike,107.0,1996
1384,Underworld,95.0,1996
1385,Beverly Hills Ninja,88.0,1997
1386,Metro,117.0,1997
1387,The Machine,0.0,1994
1388,Falling in Love Again,103.0,1980
1389,The Cement Garden,105.0,1993
1390,Dante's Peak,108.0,1997
1391,Meet Wally Sparks,105.0,1997
1392,Amos & Andrew,96.0,1993
1393,Benny & Joon,98.0,1993
1394,Prefontaine,106.0,1997
1395,A Tickle in the Heart,90.0,1996
1396,Guantanamera,105.0,1995
1397,McHale's Navy,108.0,1997
1398,Kolya,105.0,1996
1399,Gridlock'd,91.0,1997
1400,Fire on the Mountain,72.0,1996
1401,Waiting for Guffman,84.0,1996
1402,Prisoner of the Mountains,99.0,1996
1403,The Beautician and the Beast,105.0,1997
1404,SubUrbia,121.0,1996
1405,Hotel de Love,95.0,1996
1406,The Pest,82.0,1997
1407,Fools Rush In,109.0,1997
1408,Touch,96.0,1997
1409,Absolute Power,121.0,1997
1410,That Darn Cat,89.0,1997
1411,Vegas Vacation,93.0,1997
1412,Unforgotten: Twenty-Five Years After Willowbrook,0.0,1997
1413,That Old Feeling,105.0,1997
1414,Lost Highway,134.0,1997
1415,Rosewood,140.0,1997
1416,Donnie Brasco,127.0,1997
1417,Salut cousin !,0.0,1996
1418,Booty Call,79.0,1997
1419,Rhyme & Reason,0.0,1997
1420,Boys Life 2,74.0,1997
1421,City of Industry,97.0,1997
1422,Best Men,90.0,1997
1423,Jungle 2 Jungle,97.0,1997
1424,Kama Sutra - A Tale of Love,117.0,1996
1425,Private Parts,109.0,1997
1426,Love Jones,104.0,1997
1427,The Saint,116.0,1997
1428,Smilla's Sense of Snow,121.0,1997
1429,The Van,100.0,1996
1430,Crash,100.0,1996
1431,The Daytrippers,87.0,1996
1432,Liar Liar,86.0,1997
1433,The Quiet Room,93.0,1996
1434,Selena,127.0,1997
1435,The Devil's Own,107.0,1997
1436,Cats Don't Dance,75.0,1997
1437,B.A.P.S.,90.0,1997
1438,Love and Other Catastrophes,78.0,1996
1439,Turbo: A Power Rangers Movie,99.0,1997
