,production_companies,revenue
527,"Savoy Pictures, Polar Entertainment",7820688
528,Universal Pictures,48063435
529,"Shadowlands Productions, Savoy Pictures",0
530,"Fine Line Features, Spelling Entertainment, Avenue Entertainment",6110979
531,Touchstone Pictures,0
532,"Miramax Films, Sarah Radclyffe Productions - Sirens Limited, British Screen Finance Ltd, Samson Productions II",7770731
533,"Metro-Goldwyn-Mayer (MGM), New Regency Pictures, Maiden Movies",0
534,TriStar Pictures,227799884
535,"Paramount Pictures, Robert Evans Company",116300000
536,"Shaw Brothers, Warner Bros., The Ladd Company",33139618
537,Hollywood Pictures,36448200
538,TriStar Pictures,11585483
539,"Columbia Pictures Industries, Columbia Films S.A.",0
540,,0
541,"Hollywood Pictures, Cinergi Pictures Entertainment, Allied Filmmakers, Walt Disney, Nintendo",20915465
542,New Line Cinema,7690013
543,"Hollywood Pictures, PolyGram Filmed Entertainment, Interscope Communications, Nomura Babcock & Brown",16478900
544,Rhombus Media,0
545,"TriStar Pictures, Motion Picture Corporation of America (MPCA)",0
546,"Tim Burton Productions, Skellington Productions Inc., Touchstone Pictures",75634409
547,"Walt Disney Pictures, Caravan Pictures",53898845
548,"Hollywood Pictures, Cinergi Pictures Entertainment",56505065
549,"Warner Bros., Morgan Creek Productions",0
550,"Davis-Films, August Entertainment, Warner Bros., Morgan Creek Productions",12281551
551,,0
552,"Twentieth Century Fox Film Corporation, Turner Pictures (I)",13670688
553,"Téléfilm Canada, The Ontario Film Development Corporation, Alliance Communications Corporation",0
554,,0
555,"Republic Pictures (II), Keystone Film Company (II)",0
556,,0
557,"Renn Productions, France 2 Cinéma, DD Productions",0
558,"Warner Bros., Morgan Creek Productions",1596687
559,CNCAIMC,0
560,"Fine Line Features, Some Film",0
561,"CiBy 2000, El Deseo S.A.",0
562,Channel 4 Television,0
563,"Columbia Pictures, Castle Rock Entertainment",0
564,"SVT Drama, Nordisk Film, Svensk Filmindustri (SF), Svenska Filminstitutet (SFI)",0
565,,0
566,,0
567,,0
568,"Fine Line Features, Swelter Films, Buckeye Films",0
569,"Universal Pictures, Amblin Entertainment, King World Entertainment",67308282
570,,0
571,Paramount Pictures,0
572,,0
573,TriStar Pictures,3021629
574,"Sony Pictures Classics, Channel Four Films, Arte, Brillstein-Grey Entertainment, Home Box Office (HBO), Columbia Pictures Television, Zweites Deutsches Fernsehen (ZDF), Telling Pictures",0
575,,0
576,"Sacher Film, La Sept Cinéma, Banfilm",0
577,"Oscar Kramer S.A., Aura Film, Mojame S.A.",0
578,Paramount Pictures,0
579,"Twentieth Century Fox Film Corporation, Hughes Entertainment",476684675
580,Paramount Pictures,505000000
581,Walt Disney Pictures,504050219
582,"Lightstorm Entertainment, Pacific Western, Canal+, Carolco Pictures, T2 Productions",520000000
583,"Tig Productions, Majestic Films International",424208848
584,Shapiro-Glickenhaus Entertainment,0
585,"PolyGram Filmed Entertainment, The Guber-Peters Company, Warner Bros.",411348924
586,"Orion Pictures, Strong Heart/Demme Production",272742922
587,Walt Disney Productions,184925486
588,"Walt Disney Pictures, Walt Disney Animation Studios, Silver Screen Partners IV",377350553
589,"RKO Radio Pictures, Walt Disney Productions",84300000
590,"Touchstone Pictures, Silver Screen Partners IV",463000000
591,"Sodaperaga Productions, La Sept Cinéma, Fontaine Sarl",0
592,Warner Brothers/Seven Arts,638641
593,Trimark Pictures,0
594,Long Shong Pictures,0
595,,0
596,"Twentieth Century Fox Film Corporation, Ubu Productions",0
597,"Twentieth Century Fox Film Corporation, Fox 2000 Pictures, Via Rosa Productions, Rosa Productions",97529550
598,"Propaganda Films, PolyGram Filmed Entertainment",13940383
599,BBC,0
600,"PolyGram Filmed Entertainment, Working Title Films",60611975
601,Walt Disney Pictures,32709423
602,Canadian Film Development Corporation (CFDC),0
603,"Miramax Films, Dimension Films, Trans Atlantic Entertainment",16675000
604,"Miramax Films, The Chess Club",0
605,Miramax Films,0
606,,0
607,,0
608,Walt Disney Productions,55675257
609,"El Deseo, Ciby 2000",0
610,"PolyGram Filmed Entertainment, Lolafilms, Touchstone Pictures, Interscope Communications, Sociedad General de Televisión (Sogetel), Fernando Trueba Producciones Cinematográficas",0
611,Universal Pictures,0
612,,0
613,"TF1 Films Productions, Les Films Alain Sarde",0
614,,0
615,,0
616,"Cinétéléfilms, France Média, Les Films du Scarabée",0
617,"New Line Cinema, Savoy Pictures",0
618,"Columbia Pictures Corporation, The Vault, WF/X",442965
619,Paramount Pictures,102616183
620,,0
621,,0
622,Metro-Goldwyn-Mayer (MGM),8620678
623,"Road Movies Filmproduktion GmbH, BIM Distribuzione, Filmstiftung Nordrhein-Westfalen, Diaphana Films, Eurimages, Road Movies Dritte Produktionen, Parallax Pictures, Degeto Film, British Broadcasting Corporation (BBC), Televisión Española (TVE), Canal+ España, Working Title Films, British Screen Productions, Messidor Films, European Co-production Fund",0
624,"Davis Entertainment, Skyline Entertainment Partners, Dark Matter Productions",0
625,New Line Cinema,0
626,United Artists,0
627,,0
628,"Imagine Entertainment, Universal Pictures",0
629,"Granada Film Productions, Mainstream S.A., Canal+, British Screen Productions, Polygram Filmed Entertainment",218626
630,"Fox Searchlight Pictures, 40 Acres & A Mule Filmworks",4939939
631,"Marvin Worth Productions, ABC Productions, Warner Bros., Morgan Creek Productions",0
632,"Procirep, TF1 Films Production, Canal+, Touchstone Pictures, Ice Films",0
633,"Roxy Film, Made in Munich Filmproduktion",0
634,Westdeutscher Rundfunk (WDR),0
635,Senator Film Produktion,65335
636,,0
637,"Twentieth Century Fox Film Corporation, Davis Entertainment",100860818
638,"Paramount Pictures, Cruise/Wagner Productions",457696359
639,"Icicle, Film Fonds, Pandora Filmproduktion (",0
640,"Trilogy Entertainment Group, Metro-Goldwyn-Mayer (MGM), Spelling Films",0
641,Constantin Film,0
642,Park Chul-Soo Films Ltd.,0
643,Universal Pictures,115267375
644,,0
645,,0
646,"Hollywood Pictures, PolyGram Filmed Entertainment, Island Pictures",0
647,"Distant Horizons, Koukus Troika, Toron Screen Corporation",0
648,,0
649,"Titanus, Paris Film, Robert et Raymond Hakim",0
650,"Granada Film Productions, Majestic Films International, Newcomm",0
651,"Walt Disney Pictures, Allied Filmmakers",28921264
652,"Imagine Entertainment, Universal Pictures",0
653,"Paramount Pictures, Lakeshore Entertainment",0
654,"New Line Cinema, Miramax Films",9789900
655,"Komuna, Barrandov Studios",0
656,Per Holst Filmproduktion,0
657,FM Entertainment International N.V.,684351
658,Government of West Bengal,536364
659,Satyajit Ray Productions,16000
660,"Universal Pictures, Gramercy Pictures, Best Brains",0
661,,0
662,"Warner Bros. Family Entertainment, Northern Lights Entertainment, Courtside Seats Productions",250200000
663,"Paramount Pictures, Dino de Laurentiis Cinematografica, Marianne Productions",2500000
664,Libra Pictures,0
665,,0
666,,0
667,"Castle Rock Entertainment, Columbia Pictures Corporation, 129 Productions",0
668,"Filmstudio, Athos Films, Chaumiane",0
669,"Films A2, Les Films de la Tour, Little Bear",0
670,,0
671,,0
672,Mike Lobell Productions,0
673,Opala Productions,0
674,,0
675,"Walt Disney Pictures, Interscope Communications",0
676,"Studio Babelsberg, Centre National de la Cinématographie, Odessa Films, Canal+, Bioskop Film, Westdeutscher Rundfunk (WDR)",0
677,"Studio Babelsberg, Centre National de la Cinématographie, Odessa Films, Canal+, Bioskop Film, Westdeutscher Rundfunk (WDR)",0
678,"Studio Babelsberg, Centre National de la Cinématographie, Odessa Films, Canal+, Bioskop Film, Westdeutscher Rundfunk (WDR)",0
679,"Studio Babelsberg, Centre National de la Cinématographie, Odessa Films, Canal+, Bioskop Film, Westdeutscher Rundfunk (WDR)",0
680,TriStar Pictures,10070000
681,"Van Peebles Films, Triumph Films, Orpheus Films",0
682,,0
683,Live Entertainment,0
684,,0
685,"Dan Films, Merseyside Film Production Fund, British Screen Productions",0
686,"Fine Line Features, Jersey Films",0
687,"New Line Cinema, Alliance Communications Corporation, Evzen Kolar Productions",62949
688,,0
689,New Line Cinema,0
690,Favorite Films,0
691,"Maurice McEndree Productions, Walter Reade Organization Inc., Faces International Films",0
692,"PolyGram Filmed Entertainment, Touchstone Pictures, Interscope Communications",0
693,"Universal Pictures, Signature Pictures, MDP Worldwide, Selima Films AVV",57400547
694,,0
695,"Jersey Films, TriStar Pictures",0
696,Metro-Goldwyn-Mayer (MGM),0
697,"Twentieth Century Fox Film Corporation, Noon Attack Pictures",0
698,"Walt Disney Pictures, Silver Screen Partners III",74151346
699,"Caravan Pictures, Hollywood Pictures",0
700,"Universal Pictures, The Bubble Factory, American Films",20080020
701,"Distant Horizons, British Broadcasting Corporation (BBC), Miramax",0
702,Miramax Films,0
703,"JVC Entertainment, Pandora Filmproduktion, Newmarket Capital Group, 12 Gauge Productions",0
704,"France 2 Cinéma, Hachette Première, Canal+",15000000
705,Centaur Pictures Inc.,0
706,,0
707,"Canal Plus, Gaumont International, France 3 Cinema",0
708,Columbia Pictures Corporation,0
709,Wood-Thomas Pictures,0
710,,0
711,Columbia Pictures,24769466
712,"Twentieth Century Fox Film Corporation, Atman Entertainment, Fred Berner Films",0
713,Touchstone Pictures,5
714,,0
715,"Pandora Filmproduktion, Koninck Studios, Image Forum",0
716,"New Line Cinema, The Rank Organisation, Ruddy Morgan Productions, PVM Entertainment, Savoy Pictures",0
717,Po' Boy Productions,3014000
718,"Hollywood Pictures, Don Simpson/Jerry Bruckheimer Films",335062621
719,"The Rank Organisation, Price, Savoy Pictures",0
720,"Canal+, Silvio Berlusconi Communications, Fonds Eurimages du Conseil de l'Europe, Urania Film, K.G Productions, Audifilm, Bibo Productions",0
721,"Universal Pictures, Amblin Entertainment, Warner Bros., Constant c Productions",494471524
722,"Propaganda Films, Dark Horse Entertainment, PolyGram Filmed Entertainment",3793614
723,"France 2 Cinéma, DD Productions, Canal+, Centre National de la Cinématographie (CNC), Glem Production, PXP Productions",0
724,"Roxy Film, MTM Cineteve, Pro 7",0
725,"Bandai Visual Company, Kodansha, Production I.G.",2287714
726,"Paramount Pictures, Spelling Films",0
727,Hollywood Pictures,0
728,Renegade Films,0
729,Aardman Animations,0
730,"Enterprise Productions, Roberts Pictures Inc.",0
731,"New Line Cinema, Savoy Pictures",0
732,"Live Entertainment, Steelwork Films, Mediaworks",14048372
733,Metro-Goldwyn-Mayer (MGM),0
734,"Hawk Films, Columbia Pictures Corporation",9440272
735,"the Canadian Council, The Canada Manitoba Cultural Industries Development Office (CIDO), The Manitoba Arts Council",0
736,"Miramax Films, Anuline",0
737,"Universal Pictures, Bregman/Baer Productions, Universal City Studios",0
738,Metro-Goldwyn-Mayer (MGM),0
739,"Channel Four Films, Riofilme",0
740,Beijing Film Studio,0
741,,0
742,,0
743,"Royal Film, Bavaria Film, B.A. Produktion, Perathon Film-und Fernsehproduktions",0
744,"Paramount Pictures, Village Roadshow Pictures, The Ladd Company",17300889
745,"Columbia Pictures, Castle Rock Entertainment",113309743
746,,0
747,Available Light Productions,0
748,"American Zoetrope, Hollywood Pictures, Great Oaks Entertainment",58620973
749,"Playhouse International Pictures, BBC Arena, Samuel Goldwyn Company, The",1814290
750,"Fine Line Features, Charles Matthau-Jerry Tokofsky-John Davis Productions",0
751,"MACT Productions, Canal+, Stefi 2, Lichtblick Film- und Fernsehproduktion (I), Magnolia Mae Films, European Co-production Fund, Intrinsica Films",0
752,"Stéphan Films, Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles, Sol'oeil Films, Lamy Films, Ministère des Affaires étrangères et du Développement International",0
753,,0
754,"Studio Kankourama, Cinegrit",0
755,Direction du Cinema Haute Volta,0
756,"Cocinor, Les Films Marceau, Produzioni Europee Associati (PEA), PEA",0
757,,0
758,"Independent Television Service, Cicada Films, Kentucky Educational Television, NEA, Sinkhole Productions Inc., TMF Metro",0
759,"Miramax Films, Channel Four Films, Noel Gay Motion Picture Company, Figment Films, Film4",16491080
760,"Paramount Pictures, Lakeshore Entertainment",0
761,"Twentieth Century Fox Film Corporation, Centropolis Entertainment",816969268
762,"Fox Searchlight Pictures, Recorded Picture Company (RPC), Jeremy Thomas Productions, France 2 Cinéma, Fiction Films",0
763,"TriStar Pictures, Mandalay Entertainment",18626419
764,Walt Disney Pictures,100138851
765,Columbia Pictures Corporation,102825796
766,"Motion Picture Corporation of America, Metro-Goldwyn-Mayer (MGM)",25023434
767,"Kopelson Entertainment, Warner Bros.",242295562
768,,0
769,"Imagine Entertainment, Universal Pictures",128769345
770,GEA Cinematográfica,0
771,"Canal Plus, MK2 Production",65352
772,,0
773,,0
774,"First Run Features, Tangent Films International",0
775,"Initial Productions, Cabin Fever Entertainment, Lumière Pictures",0
776,,0
777,"Films A2, Little Bear",0
778,"Universal Pictures, Davis Entertainment",159212469
779,"WingNut Films, Universal Pictures",29359216
780,"Castle Rock Entertainment, Columbia Pictures Corporation, Rio Dulce",13269963
781,"Paramount Pictures, Rastar Pictures, Nickelodeon Movies",0
782,Touchstone Pictures,152036382
783,"Channel Four Films, Pandora Filmproduktion, Zenith Entertainment, Good Machine, Mikado Film, Electric, TEAM Communications Group",0
784,Fox Searchlight Pictures,9482579
785,"Regency Enterprises, Warner Bros.",152266007
786,"Channel Four Films, Capitol Films, Punch Productions, Samuel Goldwyn Company, The, Prairie Oyster Productions",665450
787,"Canal+, Compagnie Eric Rohmer (CER)",0
788,"Castle Rock Entertainment, Columbia Pictures Corporation, Fuchs/Burg",0
789,Metro-Goldwyn-Mayer (MGM),17193231
790,"Touchstone Pictures, Interscope Communications",0
791,"Új Budapest Filmstudió, Union Générale Cinématographique (UGC), Vega Film",0
792,"United Artists, Trilogy Entertainment Group, Majestic Films International",0
793,,0
794,,0
795,British Broadcasting Corporation (BBC),0
796,Paramount Pictures,0
797,,0
798,"Producciones Tepeyac, Dismage",0
799,,0
800,"Rome Paris Films, Les Films du Losange",0
801,,0
802,"TLA Releasing, Cobra Film",0
803,,0
804,,0
805,"New Line Cinema, The Kushner-Locke Company, Savoy Pictures",0
806,,4619014
807,Scott Rudin Productions,116400000
808,"Killer Films, British Broadcasting Corporation (BBC), BBC Arena",0
809,"Touchstone Pictures, Brian Grazer/Scott Rudin Productions",309492681
810,TriStar Pictures,21302121
811,"Orion Pictures, Live Entertainment",0
812,"Rysher Entertainment, Red Mullet Productions, Chestnut Hill Productions",258263
813,"Twentieth Century Fox Film Corporation, Chicago Pacific Entertainment, Zanuck Company, The",60209334
814,"Jersey Films, TriStar Pictures",33459416
815,"Miramax Films, Haft Entertainment, Matchmaker Films",22231658
816,Miramax Films,17917287
817,"Metro-Goldwyn-Mayer (MGM), Rysher Entertainment",0
818,"Lux Film, Champs-Élysées Productions",0
819,"Universal Pictures, Tales From The Crypt Holdings, Universal City Studios",5600000
820,,0
821,,0
822,,0
823,,0
824,Zeta Entertainment,0
825,Castle Rock Entertainment,12643776
826,"Paramount Pictures, Rysher Entertainment",42277365
827,"Cofimage 5, Canal+, Les Productions Lazennec, Société Française de Production (SFP), Lumière, La Sept Cinéma, Centre National de la Cinématographie (CNC), Salon Films, Cofimage 6, Giai Phong Film Studio",0
828,"Miramax, Eleventh Street Production, Jon Kilik",3011195
829,"Regency Enterprises, Warner Bros.",53854588
830,Vertigo Productions,300000
831,Shochiku Company,0
832,MK2 Production,0
833,,0
834,,0
835,"Paramount Pictures, Alfran Productions",245066411
836,"Constantin Film, Olga-Film GmbH (München)",0
837,"Golden Harvest Company, Golden Way Films Ltd.",20483423
838,Pope Productions,431326
839,Toho Company,0
